Sample ID#,SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation (Given),FormationID (Given),Highest Prob Formation,Probability ,2nd Highest Prob Formation,Probability,Member (Given),Highest Prob Member ,Probability,2nd Highest Prob Member,Probability,Source,Reference
709,54.86,1.982,13.82,12.1,nan,nan,0.191,4.17,7.81,3.12,1.37,0.36,5,29,35,380,550,35,304,157,36,10.2,21,11,114,8,19,50,8,nan,GrandeRonde,3,GrandeRonde,0.96172757,Wanapum,0.03823891,Undifferentiated,SentinelBluffs,0.69273147,FrenchmanSprings,0.09785953,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000192"
710,55.02,2.269,13.96,11.27,nan,nan,0.194,4.07,7.67,3.4,1.55,0.36,10,33,32,349,524,41,313,188,38,14.6,26,61,121,8,5,47,6,nan,GrandeRonde,3,GrandeRonde,0.95428015,Imnaha,0.03590393,Undifferentiated,SkeletonCreek,0.29642236,BuckhornSprings,0.14237039,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000599"
711,54.5,2.121,13.61,12.75,nan,nan,0.208,4.12,7.48,3.31,1.33,0.361,0.5,30,35,349,514,34,311,160,36,12.5,24,10,121,6,11,44,6,nan,GrandeRonde,3,GrandeRonde,0.96239842,Wanapum,0.03752639,Undifferentiated,SentinelBluffs,0.4161162,WapshillaRidge,0.26025455,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000243"
712,54.72,2.168,13.76,11.77,nan,nan,0.199,4.11,7.91,3.19,1.59,0.361,2,18,36,388,513,34,323,161,34,10.5,21,9,125,4,0.1,38,6,nan,GrandeRonde,3,GrandeRonde,0.95470368,Wanapum,0.0452715,Undifferentiated,WapshillaRidge,0.3278102,SentinelBluffs,0.31231073,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000268"
713,54.47,2.238,13.87,11.74,nan,nan,0.194,4.21,7.9,3.14,1.65,0.361,19,37,34,336,550,41,321,196,38,15,21,80,116,9,18,36,3,nan,GrandeRonde,3,GrandeRonde,0.93710529,Imnaha,0.02633414,Undifferentiated,SentinelBluffs,0.25872881,BuckhornSprings,0.19376306,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000675"
714,54.56,2.284,13.67,12.06,nan,nan,0.179,3.99,7.65,3.46,1.54,0.362,11,31,36,356,542,41,320,198,40,16.2,22,68,122,6,25,62,5,nan,GrandeRonde,3,GrandeRonde,0.93592432,Imnaha,0.05025864,Undifferentiated,BuckhornSprings,0.19442381,AmericanBar,0.16621824,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000699"
715,54.57,2.243,13.8,12.17,nan,nan,0.189,4.08,7.68,3.15,1.52,0.362,7,31,33,340,566,42,322,195,39,15,24,72,117,8,31,57,6,nan,GrandeRonde,3,GrandeRonde,0.96275271,Imnaha,0.02723427,Undifferentiated,BirchCreek,0.26694686,SentinelBluffs,0.242298,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000661"
716,54.66,2.281,13.93,11.8,nan,nan,0.189,3.96,7.85,3.16,1.57,0.362,10,34,30,363,586,43,327,193,38,15.2,22,70,119,6,12,52,5,nan,GrandeRonde,3,GrandeRonde,0.97525701,Steens,0,Undifferentiated,BirchCreek,0.30507097,BuckhornSprings,0.22274297,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000640"
717,54.27,1.984,13.98,12.86,nan,nan,0.249,4.1,7.77,3.08,1.1,0.362,14,16,35,351,805,24,332,168,42,10,21,38,123,6,27,48,3,nan,GrandeRonde,3,GrandeRonde,0.99128583,Steens,0,Undifferentiated,SentinelBluffs,0.96406154,WinterWater,0.02058492,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000391"
718,54.21,2.148,13.83,12.23,nan,nan,0.244,4.15,8.02,3.12,1.45,0.363,11,34,42,355,710,32,339,162,37,11.7,23,20,127,4,14,53,4,nan,GrandeRonde,3,GrandeRonde,0.97625742,Wanapum,0.0237047,Undifferentiated,SentinelBluffs,0.9502551,WinterWater,0.02765131,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000286"
719,53.71,2.44,13.85,11.94,nan,nan,0.206,4.47,8.08,3.18,1.53,0.363,11,33,38,358,516,35,345,196,37,13.9,23,36,125,6,36,53,2,nan,GrandeRonde,3,GrandeRonde,0.97376554,Wanapum,0.02020601,Undifferentiated,SentinelBluffs,0.8332189,BuckhornSprings,0.07376547,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000674"
720,54.74,2.269,13.9,11.65,nan,nan,0.21,3.99,7.7,3.41,1.55,0.363,10,32,27,351,525,39,316,191,38,14.5,25,66,121,6,24,54,9,nan,GrandeRonde,3,GrandeRonde,0.88717515,Imnaha,0.08910166,Undifferentiated,AmericanBar,0.25407218,BuckhornSprings,0.16654878,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000625"
721,55.32,1.971,14.04,10.92,nan,nan,0.204,4.23,7.94,3.18,1.61,0.363,12,31,36,362,602,36,323,165,39,12.2,22,43,121,7,14,46,6,nan,GrandeRonde,3,GrandeRonde,0.99381189,Steens,0,Undifferentiated,SentinelBluffs,0.78150058,DowneyGulch,0.03948365,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000342"
722,54.6,2.304,13.74,11.97,nan,nan,0.195,4.17,7.78,3.14,1.51,0.364,7,31,31,351,580,40,320,196,38,15.9,22,66,121,9,30,51,5,nan,GrandeRonde,3,GrandeRonde,0.97036404,Imnaha,0.01528908,Undifferentiated,BuckhornSprings,0.32439558,SentinelBluffs,0.22007648,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000671"
723,54.71,2.145,14.08,11.25,nan,nan,0.202,4.24,8.08,3.12,1.58,0.364,8,7,34,380,579,36,333,165,37,10.2,21,16,129,7,15,42,2,nan,GrandeRonde,3,GrandeRonde,0.98748948,Wanapum,0.01182484,Undifferentiated,SentinelBluffs,0.64161148,WinterWater,0.18041823,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000343"
724,57.08,2.26,18.07,7.43,nan,nan,0.052,1.8,7.44,3.75,1.49,0.364,13,92,46,256,681,43,396,190,44,12.9,25,70,140,8,24,48,4,nan,GrandeRonde,3,Steens,0.55014524,Imnaha,0.44456696,Undifferentiated,FallCreek,0.60439795,BirchCreek,0.33439245,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000619"
725,54.51,2.165,13.83,11.93,nan,nan,0.204,4.09,8.05,3.14,1.49,0.365,21,17,37,382,581,35,332,168,38,10.8,22,24,125,5,19,45,0.1,nan,GrandeRonde,3,GrandeRonde,0.97808238,Wanapum,0.02141973,Undifferentiated,SentinelBluffs,0.70478426,WinterWater,0.17434845,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000387"
726,55.09,2.199,14.06,10.85,nan,nan,0.225,4.24,8.06,3.33,1.32,0.365,11,31,39,374,837,32,336,164,39,12.4,22,19,126,8,30,36,5,nan,GrandeRonde,3,GrandeRonde,0.99641863,Steens,0,Undifferentiated,SentinelBluffs,0.80549409,WapshillaRidge,0.09319573,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000326"
727,55.3,2.203,13.73,11.64,nan,nan,0.237,3.81,7.59,3.24,1.64,0.366,16,9,34,376,596,41,317,203,43,14.9,21,45,138,6,28,52,4,nan,GrandeRonde,3,GrandeRonde,0.99782897,Steens,0,Undifferentiated,SentinelBluffs,0.55224404,DowneyGulch,0.22001987,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000744"
728,54.39,2.279,13.77,12.16,nan,nan,0.195,4.04,7.76,3.17,1.64,0.366,18,33,34,337,559,42,322,204,40,14.4,21,71,116,9,0.1,46,2,nan,GrandeRonde,3,GrandeRonde,0.94835016,Imnaha,0.02915365,Undifferentiated,SentinelBluffs,0.29332443,Rogersburg,0.21105957,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000754"
729,54.47,2.134,13.92,12.43,nan,nan,0.201,4.07,7.76,2.98,1.44,0.366,6,24,41,373,566,35,323,157,37,13.7,19,20,122,10,22,31,2,nan,GrandeRonde,3,GrandeRonde,0.95658394,Wanapum,0.04333582,Undifferentiated,SentinelBluffs,0.71522501,FrenchmanSprings,0.12658051,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000194"
730,54.85,2.303,13.97,11.68,nan,nan,0.162,4.05,7.35,3.49,1.55,0.366,11,29,39,343,535,41,326,199,39,15.3,24,67,120,6,17,60,4,nan,GrandeRonde,3,GrandeRonde,0.94487491,Imnaha,0.04670769,Undifferentiated,CenterCreek,0.43606185,SkeletonCreek,0.24708556,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000717"
731,54.71,2.097,14.03,11.99,nan,nan,0.196,4.09,7.64,3.14,1.52,0.366,11,8,31,327,562,42,358,189,37,12.8,20,44,127,8,21,51,4,nan,GrandeRonde,3,GrandeRonde,0.9843948,PictureGorge,0.012693,Undifferentiated,CenterCreek,0.24510698,BirchCreek,0.20720652,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000606"
732,54.9,2.222,14.08,11.27,nan,nan,0.235,4.1,7.99,3.05,1.55,0.366,19,33,42,382,653,31,306,159,36,31.6,21,23,121,7,31,42,3,nan,GrandeRonde,3,SaddleMountains,0.93075147,GrandeRonde,0.04614322,Undifferentiated,LowerMonumental,0.96526188,SentinelBluffs,0.01036574,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000233"
733,54.84,2.183,14.1,11.21,nan,nan,0.25,4.11,8.07,3.26,1.37,0.366,15,16,36,381,606,32,327,168,38,11.2,22,15,128,6,21,47,2,nan,GrandeRonde,3,GrandeRonde,0.98208826,Wanapum,0.01783378,Undifferentiated,SentinelBluffs,0.76498692,WinterWater,0.12278736,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000393"
734,54.1,2.152,13.69,12.72,nan,nan,0.205,4.24,7.68,3.26,1.37,0.367,9,7,35,379,565,34,315,168,36,10.8,21,15,125,8,20,46,4,nan,GrandeRonde,3,GrandeRonde,0.96769408,Wanapum,0.03115484,Undifferentiated,SentinelBluffs,0.38847387,WinterWater,0.3551948,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000382"
735,54.07,2.17,13.75,12.46,nan,nan,0.212,4.21,7.93,3.22,1.38,0.368,9,28,39,352,556,30,320,161,34,12.4,19,22,127,4,15,36,6,nan,GrandeRonde,3,GrandeRonde,0.93411707,Wanapum,0.06534064,Undifferentiated,SentinelBluffs,0.86371778,FrenchmanSprings,0.05962365,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000267"
736,54.85,1.993,13.93,11.65,nan,nan,0.206,4.16,8,2.99,1.64,0.368,0.5,20,32,337,577,36,310,155,35,11.3,22,15,112,8,14,46,7,nan,GrandeRonde,3,GrandeRonde,0.96100892,Wanapum,0.03890836,Undifferentiated,SentinelBluffs,0.84062858,BirchCreek,0.07342606,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000161"
737,54.95,1.949,13.95,11.61,nan,nan,0.206,4.08,7.75,3.38,1.53,0.368,5,32,42,384,551,36,319,174,39,12.7,21,39,122,8,19,36,0.1,nan,GrandeRonde,3,GrandeRonde,0.98647958,Wanapum,0.01347542,Undifferentiated,SentinelBluffs,0.65083088,MountHorrible,0.07126029,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000457"
